id,name,created_at,updated_at
885,Pinellas Technical Education Center-St Petersburg,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
886,Santa Fe College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
887,Sarasota County Technical Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
888,Argosy University-Sarasota,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
889,Seminole State College of Florida,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
890,Sheridan Technical Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
891,Saint John Vianney College Seminary,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
892,Saint Johns River State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
893,South Florida State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
894,University of South Florida-Main Campus,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
895,St Thomas University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
896,Stenotype Institute of Jacksonville Inc-Jacksonville,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
897,Stetson University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
898,Southeastern University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
899,Benes International School of Beauty,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
900,Suwannee-Hamilton Technical Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
901,Tallahassee Community College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
902,Talmudic College of Florida,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
903,Everest University-Tampa,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
904,Everest University-Largo,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
905,The University of Tampa,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
906,Taylor Technical Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
907,Tom P Haney Technical Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
908,Trinity Baptist College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
909,Trinity College of Florida,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
910,Fashion Focus Hair Academy,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
911,Valencia College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
912,Warner University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
913,Washington-Holmes Technical Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
914,Webber International University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
915,Rasmussen College-Florida,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
916,The University of West Florida,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
917,Westside Tech,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
918,William T McFatter Technical Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
919,Winter Park Tech,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
920,Withlacoochee Technical Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
921,Abraham Baldwin Agricultural College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
922,Agnes Scott College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
923,Interactive College of Technology-Chamblee,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
924,Interactive College of Technology-Morrow,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
925,Albany Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
926,Darton State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
927,Albany State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
928,Andrew College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
929,Armstrong Atlantic State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
930,The Art Institute of Atlanta,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
931,Georgia Career Institute,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
932,Atlanta Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
933,Point University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
934,Atlanta Metropolitan State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
935,Atlanta's John Marshall Law School,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
936,Atlanta School of Massage,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
937,Clark Atlanta University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
938,Augusta Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
939,Augusta State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
940,Bainbridge State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
941,Bauder College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
942,Beauty College of America,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
943,Berry College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
944,Beulah Heights University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
945,Brenau University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
946,Brewton-Parker College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
947,Brown College of Court Reporting,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
948,College of Coastal Georgia,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
949,West Georgia Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
950,Carver Bible College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
951,Clayton  State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
952,Columbia Theological Seminary,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
953,Columbus Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
954,Columbus State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
955,Georgia Northwestern Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
956,Covenant College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
957,Dalton State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
958,Pro Way Hair School,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
959,DeVry University-Georgia,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
960,South University-Savannah,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
961,East Georgia State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
962,Emmanuel College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
963,Emory University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
964,Georgia Highlands College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
965,Fort Valley State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
966,Grady Health System Professional Schools,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
967,Georgia Institute of Technology-Main Campus,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
968,Georgia Southwestern State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
969,Gainesville State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
970,Georgia College and State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
971,Georgia Military College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
972,Georgia Southern University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
973,Georgia State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
974,University of Georgia,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
975,Gordon State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
976,Southern Crescent Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
977,Gupton Jones College of Funeral Service,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
978,Gwinnett College-Lilburn,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
979,Gwinnett Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
980,Middle Georgia Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
981,Interdenominational Theological Center,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
982,Kennesaw State University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
983,LaGrange College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
984,Lanier Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
985,Life University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
986,Central Georgia Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
987,Macon State College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
988,Chattahoochee Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
989,Herzing University-Atlanta,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
990,Georgia Health Sciences University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
991,Mercer University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
992,Middle Georgia College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
993,Morehouse College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
994,Morehouse School of Medicine,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
995,Moultrie Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
996,University of North Georgia,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
997,North Georgia Technical College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
998,Oglethorpe University,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
999,Paine College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
1000,Piedmont College,2024-01-17 19:04:25.591713+00,2024-01-17 19:04:25.591713+00
1001,Kaplan College-Columbus,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1002,Columbus State Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1003,Cuyahoga Community College District,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1004,Dayton Barber College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1005,University of Dayton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1006,Defiance College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1007,Denison University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1008,DeVry University-Ohio,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1009,Chancellor University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1010,Eastern Hills Academy of Hair Design,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1011,Edison State Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1012,EHOVE Career Center,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1013,Bryant & Stratton College-Cleveland,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1014,Regency Beauty Institute-Cleveland,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1015,The University of Findlay,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1016,Franklin University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1017,Gerbers Akron Beauty School,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1018,Gods Bible School and College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1019,Good Samaritan College of Nursing and Health Science,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1020,Great Oaks Institute of Technology and Career Development,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1021,Hannah E Mullins School of Practical Nursing,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1022,Adult and Community Education-Hudson,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1023,Hebrew Union College-Jewish Institute of Religion,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1024,Heidelberg University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1025,Hiram College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1026,Hobart Institute of Welding Technology,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1027,Hocking College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1028,American School of Technology,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1029,Ross Medical Education Center-Cincinnati,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1030,International College of Broadcasting,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1031,ITT Technical Institute-Dayton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1032,Eastern Gateway Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1033,John Carroll University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1034,Hondros College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1035,Casal Aveda Institute,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1036,Kent State University at Ashtabula,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1037,Kent State University at East Liverpool,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1038,Kent State University at Stark,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1039,Kent State University at Trumbull,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1040,Kent State University at Tuscarawas,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1041,Kent State University at Salem,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1042,Kent State University at Kent,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1043,Kent State University at Geauga,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1044,Kenyon College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1045,Kettering College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1046,Lake Erie College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1047,Lakeland Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1048,O C Collins Career Center,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1049,James A Rhodes State College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1050,Ohio Business College-Sheffield,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1051,Ohio Business College-Sandusky,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1052,Lorain County Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1053,Lourdes University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1054,Malone University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1055,Marietta College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1056,Marion Technical College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1057,Medina County Career Center,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1058,Mercy College of Ohio,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1059,Methodist Theological School in Ohio,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1060,Miami University-Hamilton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1061,Miami University-Middletown,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1062,Miami University-Oxford,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1063,Miami-Jacobs Career College-Dayton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1064,Moler Hollywood Beauty Academy,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1065,Miami Valley Career Technology Center,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1066,Mount Carmel College of Nursing,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1067,University of Mount Union,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1068,Mount Vernon Nazarene University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1069,College of Mount St Joseph,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1070,Zane State College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1071,Muskingum University,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1072,Fortis College-Cuyahoga Falls,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1073,Brown Mackie College-North Canton,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1074,National Beauty College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1075,North Central State College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1076,Northern Institute of Cosmetology,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1077,Northwest State Community College,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
1078,Toledo Public Schools Adult and Continuing Education,2024-01-17 19:04:25.621061+00,2024-01-17 19:04:25.621061+00
